index,EN,PT
3191,We promised.,Prometemos.
3192,We promised.,Nós prometemos.
3193,We remember.,Lembramos.
3194,We remember.,Nós lembramos.
3195,We remember.,Nós estamos lembrados.
3196,We remember.,Nós nos lembramos.
3197,We sat down.,Nós nos sentamos.
3198,We sat down.,Nos sentamos.
3199,We sued Tom.,Processamos Tom.
3200,We sued Tom.,Nós processamos Tom.
3201,We survived!,Nós sobrevivemos!
3202,We survived!,Sobrevivemos!
3203,We survived.,Sobrevivemos.
3204,We survived.,Nós sobrevivemos.
3205,We think so.,Nós achamos que sim.
3206,We want Tom.,Queremos o Tom!
3207,We want Tom.,Nós queremos o Tom!
3208,We want one.,Nós queremos um.
3209,We want one.,Nós queremos uma.
3210,We went out.,Nós saímos.
3211,We'll be OK.,Nós vamos ficar bem.
3212,We'll be OK.,Vamos ficar bem.
3213,We'll check.,Nós verificaremos.
3214,We'll dance.,Dançaremos.
3215,We'll dance.,Nós dançaremos.
3216,We'll dance.,Nós vamos dançar.
3217,We'll do it.,Nós faremos isso.
3218,We'll do it.,Faremos isso.
3219,We'll do it.,Nós faremos.
3220,We'll do it.,Faremos.
3221,We'll do it.,Nós o faremos.
3222,We'll drive.,Nós vamos dirigir.
3223,We'll drive.,Vamos dirigir.
3224,We'll fight.,Nós vamos lutar.
3225,We'll fight.,Nós lutaremos.
3226,We'll go in.,Vamos entrar.
3227,We'll go in.,Nós vamos entrar.
3228,We'll go in.,Nós entraremos
3229,We'll share.,Compartilharemos.
3230,We'll share.,Nós vamos compartilhar.
3231,We'll share.,Nós compartilharemos.
3232,We'll share.,A gente vai compartilhar.
3233,We'll shoot.,Nós vamos atirar.
3234,We'll stand.,Nós estaremos de pé.
3235,We'll start.,Vamos começar.
3236,We'll start.,Nós vamos começar.
3237,We'll start.,Nós iremos começar.
3238,We'll start.,Nós começaremos.
3239,We'll start.,Iremos começar.
3240,We're angry.,Nós estávamos bravos.
3241,We're angry.,Nós estamos bravos.
3242,We're armed.,Nós estamos armados.
3243,We're awake.,Estamos acordados.
3244,We're awake.,Nós estamos acordados.
3245,We're blind.,Estamos cegos.
3246,We're cooks.,Somos cozinheiros.
3247,We're crazy.,A gente é maluco.
3248,We're crazy.,Somos malucas.
3249,We're crazy.,Somos malucos.
3250,We're dizzy.,Estamos tontos.
3251,We're dizzy.,Nós estamos tontos.
3252,We're dying.,Estamos morrendo.
3253,We're early.,Estamos adiantados.
3254,We're going.,Nós estamos indo.
3255,We're happy.,Somos felizes.
3256,We're happy.,Nós somos felizes.
3257,We're monks.,Somos monges.
3258,We're monks.,Nós somos monges.
3259,We're ready.,Nós estamos prontos.
3260,We're right.,Nós estamos certos.
3261,We're right.,Estamos certos.
3262,We're saved.,Estamos salvos.
3263,We're saved.,Nós estamos salvos.
3264,We're smart.,Nós somos espertos.
3265,We're sorry.,Nos desculpe.
3266,We're timid.,Nós somos tímidos.
3267,We're tired.,Estamos cansados.
3268,We're tired.,Nós estamos cansados.
3269,We're twins.,Nós somos gêmeos.
3270,We're twins.,Somos gêmeos.
3271,We're upset.,Estamos chateados.
3272,We're upset.,Nós estamos chateados.
3273,We're young.,Somos jovens.
3274,We're young.,Nós somos jovens.
3275,What a drag!,Que chatice!
3276,What a drag!,Que chato!
3277,What a jerk!,Que idiota!
3278,What a mess!,Que bagunça!
3279,What a pain!,Que dor!
3280,What a pity!,Que pena.
3281,What a pity!,Que pena!
3282,What a pity!,Pena!
3283,What a pity!,Que lástima!
3284,What is new?,O que há de novo?
3285,What's that?,O que é aquilo?
3286,What's that?,O que que é isso?
3287,What's that?,O que que é aquilo?
3288,Where is he?,Onde ele está?
3289,Where is he?,Onde está ele?
3290,Where is it?,Onde está?
3291,Where is it?,Cadê?
3292,Where's Tom?,Cadê o Tom?
3293,Who are you?,Quem é você?
3294,Who are you?,Quem são vocês?
3295,Who cheated?,Quem trapaceou?
3296,Who cheered?,Quem aplaudiu?
3297,Who drew it?,Quem desenhou?
3298,Who escaped?,Quem escapou?
3299,Who hit you?,Quem te bateu?
3300,Who made it?,Quem fez isso?
3301,Who said it?,Quem disse isso?
3302,Who saw you?,Quem te viu?
3303,Who stopped?,Quem parou?
3304,Who'll cook?,Quem vai cozinhar?
3305,Who'll cook?,Quem cozinhará?
3306,Who's dying?,Quem está morrendo?
3307,Who's first?,Quem é o primeiro?
3308,Who's first?,Quem é a primeira?
3309,Who's right?,Quem está certo?
3310,Who's there?,Quem está lá?
3311,Who's there?,Quem está aí?
3312,Who's wrong?,Quem está errado?
3313,Whose is it?,De quem é?
3314,Will he die?,Ele vai morrer?
3315,Will he die?,Ele morrerá?
3316,Will you go?,Você vai?
3317,Wood floats.,A madeira boia.
3318,Work slowly.,Trabalhe devagar.
3319,Write to me.,Escreva-me.
3320,You are big.,Você é grande.
3321,You are mad.,Você é louco.
3322,You are mad.,Você é doida.
3323,You cheated.,Você trapaceou.
3324,You cheated.,Vocês trapacearam.
3325,You fainted.,Você desmaiou.
3326,You fainted.,Vocês desmaiaram.
3327,You hurt me.,Você me machucou.
3328,You know it.,Tu sabes.
3329,You know me.,Você me conhece.
3330,You made it.,Você conseguiu!
3331,You must go.,Você deve ir.
3332,You must go.,Tu deves partir.
3333,You need me.,Você precisa de mim.
3334,You need me.,Vocês precisam de mim.
3335,You used me.,Você me usou.
3336,You woke me.,Você me acordou.
3337,You'll lose.,Você vai perder.
3338,You're cute.,Você é bonito.
3339,You're cute.,Você é bonita.
3340,You're cute.,Vocês são bonitos.
3341,You're cute.,Vocês são bonitas.
3342,You're cute.,Tu és bonito.
3343,You're cute.,Tu és bonita.
3344,You're cute.,O senhor é bonito.
3345,You're cute.,A senhora é bonita.
3346,You're cute.,Os senhores são bonitos.
3347,You're cute.,As senhoras são bonitas.
3348,You're fair.,Você é justo.
3349,You're fine.,Você está bem.
3350,You're good.,Você é bom.
3351,You're good.,Você é boa.
3352,You're kind.,Você é simpático.
3353,You're kind.,Você é simpática.
3354,You're late.,Você está atrasado.
3355,You're lost.,Você está perdido.
3356,You're lost.,Você está perdida.
3357,You're lost.,Vocês estão perdidos.
3358,You're lost.,Vocês estão perdidas.
3359,You're mine.,Você é minha!
3360,You're next.,Você é o próximo.
3361,You're nuts!,Está doido!
3362,You're nuts!,Está maluco!
3363,You're nuts!,Está louco!
3364,You're nuts!,Estás doido!
3365,You're nuts!,Estás maluco!
3366,You're nuts!,Estás louco!
3367,You're nuts.,Estás doido!
3368,You're nuts.,Estás maluco!
3369,You're nuts.,Estás louco!
3370,You're nuts.,Você está maluco!
3371,You're rich.,Você é rica.
3372,You're rich.,Você é rico.
3373,You're safe.,Você está seguro.
3374,You're safe.,Tu estás seguro.
3375,You're sick!,Vocês estão doentes!
3376,You're sick!,Você está doente!
3377,You're sick!,Você é doente!
3378,You're ugly.,Você é feio.
3379,You're ugly.,Você é feia.
3380,You're weak.,Você está fraco.
3381,You're weak.,Você é fraco.
3382,You're weak.,Tu és fraco.
3383,You're weak.,Tu estás fraco.
3384,You're wise.,Você é sábio.
3385,You're wise.,Tu és sábio.
3386,A dog bit me.,Um cachorro me mordeu.
3387,Abandon ship!,Abandonar o navio!
3388,Abandon ship.,Abandonar o navio!
3389,Act your age.,Aja de acordo com a sua idade.
3390,All is quiet.,Tudo está calmo.
3391,All is quiet.,Tudo está quieto.
3392,All is still.,Tudo está calmo.
3393,All is still.,Tudo está quieto.
3394,Am I in love?,Estou amando?
3395,Am I invited?,Eu estou convidado?
3396,Anybody here?,Tem alguém aqui?
3397,Anybody home?,Tem alguém em casa?
3398,Anybody hurt?,Alguém machucado?
3399,Anything new?,Algo de novo?
3400,Anything new?,Alguma novidade?
3401,Are we alone?,Nós estamos sozinhos?
3402,Are we alone?,Estamos sozinhos?
3403,Are you busy?,Estás ocupado?
3404,Are you busy?,Estás ocupada?
3405,Are you cops?,Vocês são policiais?
3406,Are you deaf?,Você é surdo?
3407,Are you done?,Terminou?
3408,Are you done?,Já está?
3409,Are you free?,Está livre?
3410,Are you free?,Você está livre?
3411,Are you full?,Você está cheio?
3412,Are you here?,Você está aqui?
3413,Are you home?,Estás em casa?
3414,Are you home?,Você está em casa?
3415,Are you home?,Vocês estão em casa?
3416,Are you hurt?,Você está ferido?
3417,Are you hurt?,Vocês se machucaram?
3418,Are you lost?,Vocês estão perdidos?
3419,Are you lost?,Você está perdido?
3420,Are you lost?,O senhor está perdido?
3421,Are you lost?,Vocês estão perdidas?
3422,Are you nuts?,Estás louco?
3423,Are you nuts?,Você é louco?
3424,Are you okay?,Você está bem?
3425,Are you okay?,Tudo bem contigo?
3426,Are you rich?,Você é rico?
3427,Are you sure?,Tem certeza?
3428,Are you sure?,Você está certo disso?
3429,Are you sure?,Vocês têm certeza?
3430,Are you sure?,Você tem certeza?
3431,Are you tall?,Você é grande?
3432,Are you tall?,Você é alto?
3433,Are you tall?,Você é alta?
3434,Are you well?,Você está bem?
3435,Are you well?,Vocês estão bem?
3436,Ask Mary out.,Chame a Mary para sair.
3437,Be confident.,Seja confiante.
3438,Be confident.,Sejam confiantes.
3439,Be confident.,Sê confiante.
3440,Be confident.,Sede confiantes.
3441,Be merciless.,Seja piedoso.
3442,Be merciless.,Seja piedosa.
3443,Be objective.,Seja objetivo.
3444,Be objective.,Seja objetiva.
3445,Be objective.,Sejam objetivos.
3446,Be quiet now.,Fique quieto agora.
3447,Be realistic!,Seja realista!
3448,Be realistic.,Seja realista!
3449,"Beef, please.","Carne, por favor."
3450,Beer is beer.,Cerveja é cerveja.
3451,Blood is red.,O sangue é vermelho.
3452,Boil one egg.,Cozinhe um ovo.
3453,Bring backup.,Traga reforço.
3454,Bring backup.,Traga reforços.
3455,Bring backup.,Tragam reforço.
3456,Bring backup.,Tragam reforços.
3457,Bring him in.,Traga-o para dentro.
3458,Bring my hat.,Traga o meu chapéu.
3459,Can I try it?,Posso tentar?
3460,Can I try it?,Posso provar?
3461,Can I use it?,Posso usar isso?
3462,Can Tom cook?,O Tom sabe cozinhar?
3463,Can Tom sing?,O Tom sabe cantar?
3464,Can Tom swim?,Tom sabe nadar?
3465,Can Tom walk?,O Tom sabe andar?
3466,Can we do it?,Podemos fazer isso?
3467,Can we start?,Podemos começar?
3468,Can you come?,Você pode vir?
3469,Can you come?,Vocês podem vir?
3470,Can you hear?,Consegue ouvir?
3471,Can you swim?,Você sabe nadar?
3472,Can you swim?,Sabes nadar?
3473,Can you swim?,Sabe nadar?
3474,Come and see.,Venha ver!
3475,Come anytime.,Venha quando quiser.
3476,Come anytime.,Venha a qualquer hora.
3477,Come at once.,Venha logo de uma vez.
3478,Come at once.,Venha aqui imediatamente.
3479,Come forward.,Venha adiante.
3480,Come outside.,Venha aqui fora.
3481,Come quickly!,Venha rápido!
3482,Come quickly!,Venha depressa.
3483,Come quickly!,Venha rápido.
3484,Come quickly!,Vem logo!
3485,Come quickly.,Venha rápido!
3486,Come quickly.,Venha depressa.
3487,Come quickly.,Venham rápido.
3488,Come quickly.,Vem logo!
3489,Come with me.,Venha comigo.
3490,Come with me.,Vem comigo.
3491,Come with me.,Venha comigo!
3492,Come with us.,Venha com a gente.
3493,Come with us.,Venha conosco.
3494,Come with us.,Venham conosco.
3495,Could we sit?,Poderíamos sentar?
3496,Count to ten.,Conte até dez.
3497,Describe Tom.,Descreva o Tom.
3498,Describe Tom.,Descrevam o Tom.
3499,Did Tom call?,Tom ligou?
3500,Did Tom come?,Tom veio?
3501,Did Tom fall?,O Tom caiu?
3502,Did Tom help?,O Tom ajudou?
3503,Did Tom pray?,O Tom rezou?
3504,Did Tom swim?,O Tom nadou?
3505,Did Tom vote?,Tom votou?
3506,Did Tom wait?,Tom esperou?
3507,Did you call?,Você ligou?
3508,Did you help?,Você ajudou?
3509,Did you lose?,Você perdeu?
3510,Did you sign?,Você assinou?
3511,Did you sing?,Vocês cantaram?
3512,Did you swim?,Você nadou?
3513,Did you swim?,Vocês nadaram?
3514,Did you vote?,Você votou?
3515,Did you wait?,Você esperou?
3516,Did you wait?,Você esperava?
3517,Did you wait?,Você aguardou?
3518,Did you wait?,Você aguardava?
3519,Do it anyway.,Faça de qualquer forma.
3520,Do it anyway.,Faça mesmo assim.
3521,Do it for me.,Façam isso para mim.
3522,Do it for me.,Faça isso para mim.
3523,Do it gently.,Faz com gentileza.
3524,Do they know?,Eles sabem?
3525,Do they know?,Elas sabem?
3526,Do they know?,Será que elas sabem?
3527,Do you agree?,Você concorda?
3528,Do you agree?,Está de acordo?
3529,Do you agree?,Vocês concordam?
3530,Do you agree?,Concordas?
3531,Do you agree?,Concorda?
3532,Do you dance?,Quer dançar?
3533,Do you drink?,Você bebe?
3534,Do you drink?,Vocês bebem?
3535,Do you smoke?,Você fuma?
3536,Do you smoke?,Vocês fumam?
3537,Do you snore?,Você ronca?
3538,Do your best!,Dê o melhor de si!
3539,Do your best!,Faça o seu melhor!
3540,Do your best!,Faça o melhor possível!
3541,Do your best.,Dê o melhor de si!
3542,Do your best.,Faça o seu melhor!
3543,Do your work.,Faça o seu trabalho.
3544,Does it work?,Isso funciona?
3545,Don't ask me.,Não me pergunte.
3546,Don't be mad.,É para não me chatear.
3547,Don't be sad.,Não fique triste.
3548,Don't be shy.,Não seja tímido.
3549,Don't be shy.,Não fique com vergonha.
3550,Don't be shy.,Não seja tímida.
3551,Don't be shy.,Não sejas tímido.
3552,Don't eat it!,Não coma isso!
3553,Don't forget.,Não esqueça.
3554,Don't forget.,Não se esqueça.
3555,Don't get up.,Não se levante.
3556,Don't kid me!,Não brinque comigo!
3557,Don't let go.,Não solta.
3558,Don't litter!,Não jogue lixo!
3559,Don't litter.,Não desarrume.
3560,Don't scream.,Não grite.
3561,Don't scream.,Não grites.
3562,Don't scream.,Não gritem.
3563,Don't try me.,Não me tente.
3564,Drive faster.,Dirija rápido.
3565,Drive safely.,Dirija com cuidado.
3566,Drive slowly.,Dirija devagar.
3567,Examine them.,Examine-os.
3568,Examine this.,Examine isso.
3569,Fear nothing.,Não temas nada.
3570,Fear nothing.,Não tenha receio.
3571,Feed the dog.,Dá de comer ao cachorro.
3572,Fight or die.,Lute ou morra.
3573,"Fish, please.","Peixe, por favor."
3574,Get upstairs.,Sobe.
3575,Get upstairs.,Suba.
3576,Get upstairs.,Subam.
3577,Get your own.,Pegue o seu próprio.
3578,Ghosts exist.,Fantasmas existem.
3579,"Go away, Tom.","Vá embora, Tom!"
3580,Go to school.,Vá para a escola.
3581,Go to school.,Vai à escola.
3582,Good evening.,Boa noite!
3583,Good morning.,Bom dia!
3584,Grab my hand.,Segure a minha mão.
3585,Happy Easter!,Feliz Páscoa!
3586,Happy Easter!,Feliz Páscoa.
3587,Has Tom come?,Tom veio?
3588,Has Tom gone?,O Tom foi?
3589,Has she come?,Ela veio?
3590,Have a drink.,Tome uma bebida.
3591,Have a drink.,Tome uma dose.
3592,Have a drink.,Tome um drink.
3593,Have another.,Tome outro.
3594,Have another.,Tome outra.
3595,Have another.,Toma outro.
3596,Have another.,Toma outra.
3597,Have another.,Tomem outro.
3598,Have another.,Tomem outra.
3599,Have courage.,Tenha coragem.
3600,Have courage.,Tenham coragem.
3601,He avoids me.,Ele evita-me.
3602,He avoids me.,Ele me evita.
3603,He can do it.,Ele consegue.
3604,He can do it.,Ele pode fazê-lo.
3605,He could die.,Ele poderia morrer.
3606,He dozed off.,Ele adormeceu.
3607,He got angry.,Ele ficou com raiva.
3608,He got angry.,Ele se enraiveceu.
3609,He has a car.,Ele tem um carro.
3610,He has a car.,Ele possui um carro.
3611,He has a car.,Ele tem um automóvel.
3612,He is a poet.,Ele é poeta.
3613,He is asleep.,Ele está dormindo.
3614,He is cranky.,Ele é ranzinza.
3615,He is eating.,Está comendo.
3616,He is eating.,Ele está a comer.
3617,He is heroic.,Ele é heroico.
3618,He is not in.,Ele não está dentro.
3619,He kicked it.,Ele o chutou.
3620,He kicked it.,Ele chutou.
3621,He likes tea.,Ele gosta de chá.
3622,He lost face.,Ele perdeu prestígio.
3623,He lost face.,Ele perdeu a dignidade.
3624,He lost face.,Ele perdeu o respeito.
3625,He loved her.,Ele a amava.
3626,He loves her.,Ele a ama.
3627,He mocked me.,Ele zombou de mim.
3628,He needs you.,Ele precisa de você.
3629,He needs you.,Ele precisa de ti.
3630,He runs fast.,Ele corre rápido.
3631,He seems ill.,Ele parece doente.
3632,He shall die.,Ele deve morrer.
3633,He turned 16.,Ele fez dezesseis.
3634,He wants one.,Ele quer um.
3635,He was alone.,Ele estava só.
3636,He was alone.,Ele estava sozinho.
3637,He was brave.,Ele era valente.
3638,He was brave.,Ele era corajoso.
3639,He will come.,Ele virá.
3640,He will walk.,Ele vai caminhar.
3641,He will walk.,Ele irá caminhar.
3642,He's dieting.,Ele está fazendo dieta.
3643,He's out now.,Ele não está aqui agora.
3644,He's too old.,Ele é muito velho.
3645,"Hello, girls.","Oi, garotas."
3646,"Hello, girls.","Oi, meninas."
3647,"Hello, girls.","Olá, garotas."
3648,"Hello, girls.","Olá, meninas."
3649,Help Tom out.,Ajude o Tom.
3650,Help Tom out.,Ajuda o Tom.
3651,"Help me, Tom.","Ajude-me, Tom."
3652,"Help us, Tom.","Ajude-nos, Tom."
3653,Here you are.,Aqui está você.
3654,"Hey, it's me.","Ei, sou eu."
3655,How annoying!,Que chato!
3656,How arrogant!,Que arrogante!
3657,How barbaric!,Que bárbaro!
3658,How exciting!,Que massa!
3659,How pathetic!,Que patético!
3660,How romantic!,Que romântico!
3661,How touching!,Que tocante!
3662,How's school?,Como vai a escola?
3663,I admire you.,Eu te admiro.
3664,I almost won.,Eu quase ganhei.
3665,I always win.,Eu sempre ganho.
3666,I am Chinese.,Eu sou chinês.
3667,I am Chinese.,Sou chinês.
3668,I am a nurse.,Eu sou enfermeiro.
3669,I am a woman.,Sou mulher.
3670,I am a woman.,Eu sou uma mulher.
3671,I am at home.,Estou em casa.
3672,I am curious.,Eu sou curioso.
3673,I am curious.,Eu sou curiosa.
3674,I am curious.,Quero saber.
3675,I am praying.,Estou rezando.
3676,I am working.,Eu estou trabalhando.
3677,I am working.,Estou trabalhando.
3678,I ate apples.,Eu comi maçãs.
3679,I ate caviar.,Eu comi caviar.
3680,I bit my lip.,Eu mordo o lábio.
3681,I called Tom.,Eu liguei para o Tom.
3682,I called Tom.,Liguei para o Tom.
3683,I came alone.,Eu vim sozinho.
3684,I came alone.,Eu vim sozinha.
3685,I can't cook.,Eu não sei cozinhar.
3686,I can't move.,Não consigo me mexer.
3687,I can't read.,Eu não sei ler.
3688,I can't stay.,Eu não posso ficar.
3689,I can't stop.,Não posso parar.
3690,I can't surf.,Eu não sei surfar.
3691,I can't swim.,Eu não sei nadar.
3692,I can't talk.,Não posso falar.
3693,I could help.,Eu pude ajudar.
3694,I could help.,Eu poderia ajudar.
3695,"I cried, too.",Eu chorei também.
3696,I cry easily.,Eu choro facilmente.
3697,I cut myself.,Eu me cortei.
3698,I didn't ask.,Eu não perguntei.
3699,I didn't ask.,Eu não pedi.
3700,I didn't cry.,Eu não chorei.
3701,I didn't lie.,Eu não menti.
3702,I didn't pay.,Eu não paguei.
3703,I didn't win.,Eu não ganhei.
3704,I didn't win.,Eu não venci.
3705,I do hope so.,Eu realmente espero.
3706,I do hope so.,Realmente espero.
3707,I do my best.,Eu faço o que posso.
3708,I do want it.,Quero muito.
3709,I do want it.,Eu quero muito isso.
3710,I do want it.,Quero muito isso.
3711,I do want it.,Eu quero muito.
3712,I don't bite.,Eu não mordo.
3713,I don't bite.,Não mordo.
3714,I don't care.,Eu não me importo.
3715,I don't care.,Não estou nem aí.
3716,I don't cook.,Eu não cozinho.
3717,I don't know.,Eu não sei.
3718,I don't mind.,Eu não me importo.
3719,I don't mind.,Não me importo.
3720,I don't mind.,Eu não ligo.
3721,I don't read.,Eu não leio.
3722,I don't read.,Não leio.
3723,I don't sing.,Eu não canto.
3724,I don't work.,Eu não trabalho.
3725,I drank milk.,Eu bebia leite.
3726,I drank milk.,Bebi leite.
3727,I drank milk.,Eu bebi leite.
3728,I drink milk.,Eu tomo leite.
3729,I drink wine.,Eu bebo vinho.
3730,I drive fast.,Eu dirijo rápido.
3731,I dug a hole.,Eu cavei um buraco.
3732,I enjoy that.,Eu gosto disso.
3733,I feel alive.,Sinto-me vivo.
3734,I feel awful.,Eu me sinto horrível.
3735,I feel dizzy.,Estou tonto.
3736,I feel funny.,Eu me sinto engraçado.
3737,I feel giddy.,Eu me sinto tonta.
3738,I feel happy.,Sinto-me feliz.
3739,I feel happy.,Eu me sinto feliz.
3740,I feel happy.,Me sinto feliz.
3741,I feel itchy.,Estou sentindo uma coceira.
3742,I feel silly.,Eu me sinto idiota.
3743,I feel silly.,Me sinto idiota.
